1138,1,2.17,1,1,1,1,1,0
1138,1,2.17,1,1,1,1,1,0
1138,1,2.17,1,1,1,1,1,0
1161,2,2.67,1,0,1,1,1,0
1161,2,2.67,1,0,1,1,1,0
1161,2,2.67,1,0,1,1,1,0
1202,6,3.33,0,1,1,1,1,0
1202,6,3.33,0,1,1,1,1,1
1202,6,3.33,0,1,1,1,1,1
1202,6,3.33,0,1,1,1,1,1
1118,5,2.33,0,1,1,1,0,1
1118,5,2.33,0,1,1,1,0,1
1118,5,2.33,0,1,1,1,0,1
1168,1,2.50,1,0,1,1,1,0
1168,1,2.50,1,0,1,1,1,0
1168,1,2.50,1,0,1,1,1,0
1130,4,3.33,1,1,1,1,1,1
1130,4,3.33,1,1,1,1,1,1
1130,4,3.33,1,1,1,1,1,1
1130,4,3.33,1,1,1,1,1,1
1130,4,3.33,1,1,1,1,1,1
1168,1,2.50,1,0,1,1,1,0
1168,1,2.50,1,0,1,1,1,0
1168,1,2.50,1,0,1,1,1,0
1168,1,2.50,1,0,1,1,1,0
1168,1,2.50,1,0,1,1,1,0
1168,1,2.50,1,0,1,1,1,0
1168,1,2.50,1,0,1,1,1,0
1168,1,2.50,1,0,1,1,1,0
1168,1,2.50,1,0,1,1,1,0
1168,1,2.50,1,0,1,1,1,0
1144,2,2.17,1,1,1,1,0,0
1144,2,2.17,1,1,1,1,0,0
1144,2,2.17,1,1,1,1,0,0
1144,2,2.17,1,1,1,1,0,0
1144,2,2.17,1,1,1,1,0,0
1179,5,2.00,0,0,1,1,1,1
1179,5,2.00,0,0,1,1,1,1
1179,5,2.00,0,0,1,1,1,1
1179,5,2.00,0,0,1,1,1,1
1179,5,2.00,0,0,1,1,1,1
1107,6,2.50,1,1,0,0,1,1
1107,6,2.50,1,1,0,0,1,1
1107,6,2.50,1,1,0,0,1,1
1107,6,2.50,1,1,0,0,1,1
1107,6,2.50,1,1,0,0,1,1
1181,5,2.00,0,0,1,1,0,1
1181,5,2.00,0,0,1,1,0,1
1181,5,2.00,0,0,1,1,0,1
1181,5,2.00,0,0,1,1,0,1
1181,5,2.00,0,0,1,1,0,1
1181,5,2.00,0,0,1,1,0,1
